fecha,all_crimes,año,mes,diasem,violent_robbery,non_violent_robbery,burglary,violent_crime,sex_crime,domestic_violence,calls_vaw,metrobus,metro,pas_total
2019-12-28,497,2019,December,Saturday,135,98,17,20,10,59,44,722207,3271118,3993325
2019-12-29,436,2019,December,Sunday,104,101,23,32,10,74,44,500237,2340936,2841173
2019-12-30,541,2019,December,Monday,189,88,13,30,5,54,33,985700,3459090,4444790
2019-12-31,412,2019,December,Tuesday,118,68,17,20,8,51,16,620553,2723203,3343756
2020-01-01,478,2020,January,Wednesday,135,69,22,25,18,73,31,303857,1484458,1788315
2020-01-02,472,2020,January,Thursday,119,100,18,16,10,54,54,908441,3311136,4219577
2020-01-03,556,2020,January,Friday,200,74,10,22,12,59,61,1022284,3781902,4804186
2020-01-04,512,2020,January,Saturday,169,109,27,27,6,58,34,775918,3310875,4086793
2020-01-05,490,2020,January,Sunday,112,108,19,30,7,64,33,545980,2503947,3049927
2020-01-06,487,2020,January,Monday,115,87,17,25,13,57,27,1053829,3750767,4804596
2020-01-07,544,2020,January,Tuesday,179,78,13,18,14,56,47,1147158,4036346,5183504
2020-01-08,611,2020,January,Wednesday,179,68,9,29,14,56,46,1205882,4157053,5362935
2020-01-09,591,2020,January,Thursday,174,101,10,23,14,51,36,1213100,4211738,5424838
2020-01-10,642,2020,January,Friday,205,98,16,21,25,62,52,1289163,4301087,5590250
2020-01-11,592,2020,January,Saturday,160,80,18,41,19,68,39,794844,3475401,4270245
2020-01-12,479,2020,January,Sunday,115,80,18,19,15,80,38,491810,2237941,2729751
2020-01-13,590,2020,January,Monday,177,78,11,24,17,70,40,1227078,4194097,5421175
2020-01-14,630,2020,January,Tuesday,172,87,10,31,11,72,56,1272934,4324486,5597420
2020-01-15,677,2020,January,Wednesday,172,107,13,38,25,82,51,1299688,4464936,5764624
2020-01-16,584,2020,January,Thursday,158,92,20,28,14,46,53,1286651,4436777,5723428
2020-01-17,672,2020,January,Friday,206,99,16,29,25,64,39,1305455,4545557,5851012
2020-01-18,519,2020,January,Saturday,133,94,21,18,16,73,30,808384,3611664,4420048
2020-01-19,455,2020,January,Sunday,125,82,21,13,12,76,47,484350,2284935,2769285
2020-01-20,626,2020,January,Monday,173,98,18,17,18,64,65,1225046,4203637,5428683
2020-01-21,596,2020,January,Tuesday,168,100,17,21,20,59,44,1281203,4400410,5681613
2020-01-22,618,2020,January,Wednesday,171,99,13,31,19,63,58,1297473,4479169,5776642
2020-01-23,558,2020,January,Thursday,158,83,14,15,13,65,53,1283154,4503839,5786993
2020-01-24,666,2020,January,Friday,210,115,21,30,8,68,60,1330718,4607195,5937913
2020-01-25,534,2020,January,Saturday,137,100,16,43,18,63,49,832133,3644722,4476855
2020-01-26,512,2020,January,Sunday,125,86,15,28,16,87,57,506458,2357205,2863663
2020-01-27,600,2020,January,Monday,157,96,11,23,10,64,52,1282527,4321979,5604506
2020-01-28,594,2020,January,Tuesday,158,99,16,22,12,61,53,1286931,4518350,5805281
2020-01-29,608,2020,January,Wednesday,165,106,20,25,21,68,58,1289961,4491722,5781683
2020-01-30,715,2020,January,Thursday,197,106,19,33,16,86,47,1308127,4582346,5890473
2020-01-31,636,2020,January,Friday,184,97,14,29,18,65,51,1326363,4806002,6132365
2020-02-01,560,2020,February,Saturday,138,92,11,32,18,80,44,804953,3716778,4521731
2020-02-02,472,2020,February,Sunday,126,72,8,20,18,73,48,479104,2175164,2654268
2020-02-03,545,2020,February,Monday,154,87,14,19,15,85,33,564215,2387931,2952146
2020-02-04,680,2020,February,Tuesday,204,115,17,26,28,67,67,1310777,4414214,5724991
2020-02-05,671,2020,February,Wednesday,173,115,15,40,20,64,45,1281758,4525152,5806910
2020-02-06,659,2020,February,Thursday,195,88,8,36,18,66,64,1299240,4629947,5929187
2020-02-07,727,2020,February,Friday,217,126,20,26,20,65,57,1377993,4682877,6060870
2020-02-08,562,2020,February,Saturday,128,99,20,29,17,93,40,843413,3698036,4541449
2020-02-09,553,2020,February,Sunday,111,109,16,46,16,96,55,531193,2317598,2848791
2020-02-10,701,2020,February,Monday,194,100,16,30,25,84,62,1284475,4400638,5685113
2020-02-11,719,2020,February,Tuesday,190,109,15,40,27,81,80,1350242,4618540,5968782
2020-02-12,697,2020,February,Wednesday,184,113,18,37,28,62,83,1303570,4613791,5917361
2020-02-13,628,2020,February,Thursday,179,101,18,34,18,80,65,1344169,4712563,6056732
2020-02-14,731,2020,February,Friday,197,109,17,40,27,87,61,1361243,4866241,6227484
2020-02-15,625,2020,February,Saturday,142,98,17,32,22,111,38,865494,3786210,4651704
2020-02-16,563,2020,February,Sunday,98,94,15,33,26,120,65,576295,2353411,2929706
2020-02-17,726,2020,February,Monday,186,109,9,30,23,105,90,1277329,4420796,5698125
2020-02-18,709,2020,February,Tuesday,210,105,19,22,25,77,87,1293523,4531623,5825146
2020-02-19,686,2020,February,Wednesday,169,106,16,36,33,72,99,1288234,4644747,5932981
2020-02-20,711,2020,February,Thursday,194,120,16,28,36,82,85,1310047,4640037,5950084
2020-02-21,749,2020,February,Friday,212,105,22,33,42,89,93,1341486,4743026,6084512
2020-02-22,612,2020,February,Saturday,167,85,18,25,32,108,59,865205,3828519,4693724
2020-02-23,597,2020,February,Sunday,127,86,23,47,26,121,79,543469,2473001,3016470
2020-02-24,764,2020,February,Monday,212,128,12,40,29,97,102,1267377,4428225,5695602
2020-02-25,702,2020,February,Tuesday,184,94,10,35,19,99,131,1279089,4557953,5837042
2020-02-26,701,2020,February,Wednesday,197,100,20,38,37,91,111,1297115,4540690,5837805
2020-02-27,636,2020,February,Thursday,169,124,18,23,34,75,98,1295024,4603147,5898171
2020-02-28,750,2020,February,Friday,183,139,19,32,37,91,91,1358098,4822810,6180908
2020-02-29,641,2020,February,Saturday,167,111,20,29,24,76,107,844132,3729620,4573752
2020-03-01,671,2020,March,Sunday,120,116,16,30,32,149,82,521497,2380734,2902231
2020-03-02,683,2020,March,Monday,202,92,11,28,28,91,114,1285044,4377010,5662054
2020-03-03,748,2020,March,Tuesday,204,138,22,43,27,93,105,1326440,4568561,5895001
2020-03-04,701,2020,March,Wednesday,187,106,19,33,30,86,97,1300066,4586113,5886179
2020-03-05,694,2020,March,Thursday,205,101,17,22,32,71,111,1294625,4532041,5826666
2020-03-06,735,2020,March,Friday,221,118,14,34,29,63,94,1373280,4717339,6090619
2020-03-07,569,2020,March,Saturday,146,97,18,36,28,88,100,841973,3703228,4545201
2020-03-08,590,2020,March,Sunday,125,95,21,46,21,101,87,507324,2388646,2895970
2020-03-09,623,2020,March,Monday,172,88,6,34,22,97,50,833940,3166008,3999948
2020-03-10,722,2020,March,Tuesday,197,112,18,40,31,78,134,1315030,4397681,5712711
2020-03-11,662,2020,March,Wednesday,177,113,16,29,23,65,120,1293210,4418722,5711932
2020-03-12,675,2020,March,Thursday,177,110,20,24,25,71,117,1324364,4464555,5788919
2020-03-13,714,2020,March,Friday,199,105,15,37,30,97,90,1335428,4642889,5978317
2020-03-14,610,2020,March,Saturday,142,120,17,33,23,90,104,812828,3502988,4315816
2020-03-15,554,2020,March,Sunday,99,95,16,41,19,121,89,477315,2111161,2588476
2020-03-16,502,2020,March,Monday,129,83,9,27,13,85,151,514426,2093767,2608193
2020-03-17,653,2020,March,Tuesday,193,87,13,28,15,82,103,1123337,3788847,4912184
2020-03-18,640,2020,March,Wednesday,175,88,10,40,18,78,101,1003603,3746144,4749747
2020-03-19,636,2020,March,Thursday,174,102,16,19,22,94,104,941050,3503942,4444992
2020-03-20,652,2020,March,Friday,191,95,9,32,22,83,80,927988,3384049,4312037
2020-03-21,523,2020,March,Saturday,139,88,8,37,20,83,59,543773,2524602,3068375
2020-03-22,469,2020,March,Sunday,99,73,11,36,14,100,63,371773,1458153,1829926
2020-03-23,518,2020,March,Monday,133,87,12,24,17,80,96,703759,2651473,3355232
2020-03-24,528,2020,March,Tuesday,143,95,14,20,19,84,80,608210,2520691,3128901
2020-03-25,523,2020,March,Wednesday,149,87,12,20,16,63,61,589951,2397544,2987495
2020-03-26,431,2020,March,Thursday,112,69,10,19,11,56,85,557630,2369939,2927569
2020-03-27,500,2020,March,Friday,148,75,10,35,12,42,64,571601,2345326,2916927
2020-03-28,455,2020,March,Saturday,126,72,7,25,23,74,39,380418,1952324,2332742
2020-03-29,412,2020,March,Sunday,93,59,9,35,7,88,39,268115,1115033,1383148
2020-03-30,437,2020,March,Monday,124,64,6,24,13,68,67,520285,2079000,2599285
2020-03-31,409,2020,March,Tuesday,115,68,6,9,9,59,59,507732,2083299,2591031
2020-04-01,393,2020,April,Wednesday,99,54,5,23,5,55,42,475285,1953185,2428470
2020-04-02,415,2020,April,Thursday,119,61,11,18,19,53,42,436159,1801868,2238027
2020-04-03,394,2020,April,Friday,107,71,6,17,7,62,66,422334,1775811,2198145
2020-04-04,394,2020,April,Saturday,126,51,8,25,4,74,52,287903,1405679,1693582
2020-04-05,331,2020,April,Sunday,74,50,3,23,6,65,71,212944,838181,1051125
2020-04-06,413,2020,April,Monday,95,61,5,25,5,78,99,380488,1459624,1840112
2020-04-07,341,2020,April,Tuesday,83,50,7,25,9,53,91,366124,1403118,1769242
2020-04-08,385,2020,April,Wednesday,111,54,4,23,11,58,80,365201,1429955,1795156
2020-04-09,323,2020,April,Thursday,98,54,7,20,9,44,66,258287,1048122,1306409
2020-04-10,301,2020,April,Friday,63,41,3,26,13,56,85,196917,769868,966785
2020-04-11,331,2020,April,Saturday,72,50,7,25,9,58,77,198453,843089,1041542
2020-04-12,346,2020,April,Sunday,77,56,7,16,11,67,98,174752,643798,818550
2020-04-13,414,2020,April,Monday,113,58,5,22,17,56,86,381349,1410430,1791779
2020-04-14,371,2020,April,Tuesday,90,74,9,20,7,50,76,365189,1393553,1758742
2020-04-15,358,2020,April,Wednesday,96,57,6,19,9,37,66,377602,1458278,1835880
2020-04-16,356,2020,April,Thursday,93,47,10,14,9,46,74,355574,1406134,1761708
2020-04-17,367,2020,April,Friday,124,52,8,16,10,43,74,368946,1412873,1781819
2020-04-18,372,2020,April,Saturday,98,61,10,15,7,69,82,245480,1154529,1400009
2020-04-19,337,2020,April,Sunday,80,49,9,19,13,71,89,178308,736123,914431
2020-04-20,386,2020,April,Monday,102,54,6,22,13,61,82,360969,1397444,1758413
2020-04-21,352,2020,April,Tuesday,107,45,6,15,9,47,77,327243,1331835,1659078
2020-04-22,388,2020,April,Wednesday,117,60,7,14,14,52,88,336570,1332830,1669400
2020-04-23,323,2020,April,Thursday,105,38,4,14,7,45,64,305062,1186284,1491346
2020-04-24,368,2020,April,Friday,100,60,7,13,8,40,83,316283,1237606,1553889
2020-04-25,333,2020,April,Saturday,91,55,11,15,10,53,96,222674,1028712,1251386
2020-04-26,276,2020,April,Sunday,67,46,11,21,13,50,70,161415,604167,765582
2020-04-27,308,2020,April,Monday,89,38,5,19,9,43,81,318875,1202398,1521273
2020-04-28,351,2020,April,Tuesday,90,57,5,18,9,42,101,317785,1208144,1525929
2020-04-29,325,2020,April,Wednesday,88,53,5,19,5,43,77,327769,1227754,1555523
2020-04-30,312,2020,April,Thursday,83,38,2,23,6,45,72,332873,1258441,1591314
2020-05-01,308,2020,May,Friday,92,39,4,20,5,43,73,223569,1031446,1255015
2020-05-02,286,2020,May,Saturday,93,47,2,16,8,43,67,219695,1041987,1261682
2020-05-03,267,2020,May,Sunday,54,51,10,18,9,43,100,155297,661466,816763
2020-05-04,327,2020,May,Monday,88,46,6,17,10,49,80,331522,1315549,1647071
2020-05-05,364,2020,May,Tuesday,91,60,4,18,8,45,90,300710,1249928,1550638
2020-05-06,300,2020,May,Wednesday,80,55,5,19,9,41,77,292584,1249681,1542265
2020-05-07,319,2020,May,Thursday,81,53,1,13,7,36,90,285577,1228483,1514060
2020-05-08,314,2020,May,Friday,98,54,3,13,4,37,81,291865,1305263,1597128
2020-05-09,289,2020,May,Saturday,85,37,5,18,3,46,78,209382,1011021,1220403
2020-05-10,259,2020,May,Sunday,76,44,11,13,3,46,42,148008,609654,757662
2020-05-11,331,2020,May,Monday,97,51,6,21,7,48,93,290586,1262226,1552812
2020-05-12,343,2020,May,Tuesday,80,61,6,20,12,38,103,288581,1221831,1510412
2020-05-13,371,2020,May,Wednesday,96,59,7,19,10,33,80,300433,1240060,1540493
2020-05-14,337,2020,May,Thursday,107,49,4,17,7,42,68,305003,1241766,1546769
2020-05-15,354,2020,May,Friday,94,55,5,21,8,48,66,317272,1373030,1690302
2020-05-16,302,2020,May,Saturday,74,56,5,22,11,49,68,236286,1111727,1348013
2020-05-17,282,2020,May,Sunday,67,40,4,17,11,47,64,164353,689807,854160
2020-05-18,312,2020,May,Monday,76,54,4,12,6,45,82,316005,1294819,1610824
2020-05-19,362,2020,May,Tuesday,94,57,9,16,6,51,93,313255,1300640,1613895
2020-05-20,354,2020,May,Wednesday,103,64,7,10,13,48,77,313740,1313973,1627713
2020-05-21,330,2020,May,Thursday,87,53,5,18,13,54,75,299395,1313632,1613027
2020-05-22,359,2020,May,Friday,97,57,14,14,9,54,72,321945,1351521,1673466
2020-05-23,327,2020,May,Saturday,89,53,12,13,8,52,52,227819,1135397,1363216
2020-05-24,299,2020,May,Sunday,73,43,8,15,7,54,76,160945,684046,844991
2020-05-25,283,2020,May,Monday,73,37,3,12,6,57,84,320193,1349408,1669601
2020-05-26,317,2020,May,Tuesday,95,52,7,14,13,36,82,318533,1315786,1634319
2020-05-27,312,2020,May,Wednesday,94,59,5,15,5,40,78,313855,1339758,1653613
2020-05-28,258,2020,May,Thursday,77,32,4,20,7,28,97,324853,1332358,1657211
2020-05-29,243,2020,May,Friday,70,44,4,15,7,22,59,340661,1430638,1771299
2020-05-30,181,2020,May,Saturday,38,33,6,17,4,22,72,247167,1198267,1445434
2020-05-31,124,2020,May,Sunday,31,16,4,10,2,18,55,175224,731231,906455
