fecha,all_crimes,año,mes,diasem,violent_robbery,non_violent_robbery,burglary,violent_crime,sex_crime,domestic_violence,calls_vaw,metrobus,metro,pas_total
2018-04-15,625,2018,April,Sunday,159,94,17,44,9,87,40,502149,2499148,3001297
2018-04-16,802,2018,April,Monday,252,133,14,24,23,64,44,1244761,4630158,5874919
2018-04-17,725,2018,April,Tuesday,236,122,22,33,12,56,45,1271946,4786467,6058413
2018-04-18,788,2018,April,Wednesday,238,131,15,29,13,68,59,1264430,4767125,6031555
2018-04-19,680,2018,April,Thursday,223,115,19,28,16,47,46,1273468,4852398,6125866
2018-04-20,849,2018,April,Friday,256,143,25,36,25,78,40,1322391,4955561,6277952
2018-04-21,642,2018,April,Saturday,200,117,19,36,13,79,44,828617,4040574,4869191
2018-04-22,560,2018,April,Sunday,149,93,31,45,8,96,48,506745,2523833,3030578
2018-04-23,722,2018,April,Monday,241,114,12,32,14,53,59,1212947,4545200,5758147
2018-04-24,723,2018,April,Tuesday,225,127,25,29,10,60,52,1242647,4654293,5896940
2018-04-25,716,2018,April,Wednesday,232,126,20,35,10,57,54,1240661,4756829,5997490
2018-04-26,671,2018,April,Thursday,212,129,24,31,10,43,46,1257460,4752855,6010315
2018-04-27,779,2018,April,Friday,233,135,14,38,17,52,46,1306517,4959164,6265681
2018-04-28,600,2018,April,Saturday,177,114,17,34,16,56,46,824338,4015387,4839725
2018-04-29,515,2018,April,Sunday,135,105,17,42,11,64,47,545986,2493490,3039476
2018-04-30,718,2018,April,Monday,223,105,19,37,11,62,59,1172700,4375505,5548205
2018-05-01,639,2018,May,Tuesday,167,107,17,34,24,65,46,591338,4392943,4984281
2018-05-02,757,2018,May,Wednesday,276,141,21,33,13,54,63,1280672,2531878,3812550
2018-05-03,736,2018,May,Thursday,251,127,14,30,8,48,64,1276461,4686672,5963133
2018-05-04,798,2018,May,Friday,264,142,18,30,14,57,43,1272933,4775141,6048074
2018-05-05,657,2018,May,Saturday,200,115,21,33,11,54,54,818087,3826590,4644677
2018-05-06,538,2018,May,Sunday,134,95,11,49,11,69,33,477983,4605109,5083092
2018-05-07,692,2018,May,Monday,227,103,16,28,12,43,45,1226318,4522187,5748505
2018-05-08,669,2018,May,Tuesday,221,119,24,32,13,55,38,1248351,2455743,3704094
2018-05-09,734,2018,May,Wednesday,242,134,19,27,9,51,39,1291289,4662123,5953412
2018-05-10,633,2018,May,Thursday,208,94,19,26,11,65,23,953477,4987545,5941022
2018-05-11,737,2018,May,Friday,236,122,20,20,21,59,37,1268859,4665733,5934592
2018-05-12,676,2018,May,Saturday,208,115,25,36,16,74,46,799315,4938275,5737590
2018-05-13,579,2018,May,Sunday,161,113,32,31,12,73,38,490127,2311259,2801386
2018-05-14,780,2018,May,Monday,260,135,18,36,11,65,57,1220628,4594578,5815206
2018-05-15,814,2018,May,Tuesday,237,139,19,34,18,71,44,1161727,4460833,5622560
2018-05-16,761,2018,May,Wednesday,245,112,23,30,15,75,71,1267273,4661771,5929044
2018-05-17,748,2018,May,Thursday,206,132,15,25,12,53,64,1269821,4739164,6008985
2018-05-18,872,2018,May,Friday,263,122,20,21,16,57,70,1318035,4847055,6165090
2018-05-19,683,2018,May,Saturday,210,110,9,29,16,72,53,816969,3827846,4644815
2018-05-20,620,2018,May,Sunday,171,98,23,50,15,76,50,482446,2448673,2931119
2018-05-21,734,2018,May,Monday,229,124,16,41,11,55,73,1206787,4479067,5685854
2018-05-22,769,2018,May,Tuesday,242,133,18,33,3,58,63,1240225,4599270,5839495
2018-05-23,796,2018,May,Wednesday,256,137,21,36,15,58,71,1250506,4661985,5912491
2018-05-24,742,2018,May,Thursday,232,109,15,30,15,56,46,1247278,4750559,5997837
2018-05-25,826,2018,May,Friday,286,152,20,33,20,58,42,1302370,4821579,6123949
2018-05-26,684,2018,May,Saturday,216,118,17,39,10,62,42,823677,3876192,4699869
2018-05-27,602,2018,May,Sunday,148,117,26,52,12,72,47,504589,2438576,2943165
2018-05-28,744,2018,May,Monday,256,117,12,30,12,63,70,1206872,4582455,5789327
2018-05-29,678,2018,May,Tuesday,239,109,16,27,1,56,72,1239191,4526037,5765228
2018-05-30,788,2018,May,Wednesday,246,137,17,37,10,58,54,1244573,4696528,5941101
2018-05-31,791,2018,May,Thursday,239,120,17,36,16,65,57,1246195,4713424,5959619
2018-06-01,942,2018,June,Friday,279,128,19,32,24,58,53,1323417,3356719,4680136
2018-06-02,724,2018,June,Saturday,223,101,14,53,11,76,45,836381,4646842,5483223
2018-06-03,575,2018,June,Sunday,149,92,26,42,11,86,44,506885,4812974,5319859
2018-06-04,764,2018,June,Monday,263,118,21,31,8,75,58,1204272,4782683,5986955
2018-06-05,793,2018,June,Tuesday,253,141,18,35,9,67,52,1241796,2359911,3601707
2018-06-06,795,2018,June,Wednesday,261,139,20,42,11,64,71,1246998,4735822,5982820
2018-06-07,760,2018,June,Thursday,257,129,28,48,9,49,54,1270125,4497503,5767628
2018-06-08,805,2018,June,Friday,268,134,7,37,17,59,52,1306621,4591503,5898124
2018-06-09,610,2018,June,Saturday,181,110,22,33,12,63,42,781063,4705166,5486229
2018-06-10,638,2018,June,Sunday,173,108,27,37,16,83,52,495581,3973814,4469395
2018-06-11,738,2018,June,Monday,261,136,18,33,6,55,72,1196407,4769047,5965454
2018-06-12,665,2018,June,Tuesday,207,101,19,38,15,43,57,1209020,4948699,6157719
2018-06-13,631,2018,June,Wednesday,210,126,24,25,10,29,50,1237941,4444286,5682227
2018-06-14,652,2018,June,Thursday,213,121,18,18,10,51,51,1223660,4427867,5651527
2018-06-15,759,2018,June,Friday,227,129,23,35,14,55,46,1300348,4531194,5831542
2018-06-16,614,2018,June,Saturday,188,96,23,31,10,55,45,843373,3850766,4694139
2018-06-17,515,2018,June,Sunday,139,95,22,40,4,70,42,449581,2211979,2661560
2018-06-18,700,2018,June,Monday,236,128,19,23,9,50,52,1188872,4282431,5471303
2018-06-19,692,2018,June,Tuesday,234,121,13,31,10,52,50,1216734,4403140,5619874
2018-06-20,768,2018,June,Wednesday,274,139,23,35,9,45,56,1226399,4617770,5844169
2018-06-21,678,2018,June,Thursday,233,107,16,29,7,43,49,1222539,4503422,5725961
2018-06-22,737,2018,June,Friday,220,139,18,34,5,51,57,1281011,4642820,5923831
2018-06-23,614,2018,June,Saturday,192,110,16,37,9,57,44,806205,3941455,4747660
2018-06-24,515,2018,June,Sunday,142,103,21,35,12,71,46,515618,2661331,3176949
2018-06-25,741,2018,June,Monday,252,118,17,26,19,49,42,1164854,4283871,5448725
2018-06-26,692,2018,June,Tuesday,234,107,21,37,13,45,58,1186101,4361224,5547325
2018-06-27,706,2018,June,Wednesday,230,134,26,38,12,58,42,1164929,4375722,5540651
2018-06-28,693,2018,June,Thursday,219,135,21,28,15,31,55,1211880,4484051,5695931
2018-06-29,714,2018,June,Friday,244,118,27,31,15,43,55,1279113,4655571,5934684
2018-06-30,641,2018,June,Saturday,194,118,18,32,13,58,38,785938,3674433,4460371
2018-07-01,536,2018,July,Sunday,124,78,17,25,17,56,38,522151,2220078,2742229
2018-07-02,732,2018,July,Monday,240,120,18,31,10,63,63,1120248,4847577,5967825
2018-07-03,690,2018,July,Tuesday,236,132,18,32,11,54,52,1191269,4841743,6033012
2018-07-04,757,2018,July,Wednesday,268,113,22,27,10,52,58,1211641,3844487,5056128
2018-07-05,779,2018,July,Thursday,260,128,21,31,6,59,53,1213362,4570757,5784119
2018-07-06,787,2018,July,Friday,275,142,25,22,8,70,47,1210737,4724420,5935157
2018-07-07,682,2018,July,Saturday,219,124,24,27,14,58,50,782757,3621177,4403934
2018-07-08,532,2018,July,Sunday,146,99,25,54,8,76,48,461182,4697111,5158293
2018-07-09,720,2018,July,Monday,237,128,12,33,13,63,54,1143122,4786059,5929181
2018-07-10,724,2018,July,Tuesday,266,124,21,24,4,57,46,1151061,2481897,3632958
2018-07-11,742,2018,July,Wednesday,255,117,18,29,8,52,62,1167626,4878415,6046041
2018-07-12,706,2018,July,Thursday,247,135,20,26,9,49,46,1192519,5016637,6209156
2018-07-13,772,2018,July,Friday,280,138,26,36,8,43,43,1229697,4566353,5796050
2018-07-14,620,2018,July,Saturday,215,105,29,32,10,53,47,806320,3742574,4548894
2018-07-15,612,2018,July,Sunday,154,103,28,33,10,70,57,479676,2288880,2768556
2018-07-16,717,2018,July,Monday,247,120,18,43,13,53,45,1138408,4229788,5368196
2018-07-17,736,2018,July,Tuesday,274,125,33,33,15,44,51,1154174,4319656,5473830
2018-07-18,657,2018,July,Wednesday,231,98,13,31,11,56,66,1178600,4439442,5618042
2018-07-19,683,2018,July,Thursday,262,120,13,33,8,40,53,1163906,4339607,5503513
2018-07-20,680,2018,July,Friday,270,113,19,31,6,46,56,1179155,4409438,5588593
2018-07-21,621,2018,July,Saturday,215,98,21,45,9,51,46,788651,3772447,4561098
2018-07-22,601,2018,July,Sunday,164,111,28,55,14,66,42,479459,2420447,2899906
2018-07-23,713,2018,July,Monday,254,117,24,22,13,60,70,1110629,4112111,5222740
2018-07-24,685,2018,July,Tuesday,253,103,16,31,14,54,54,1144072,4324627,5468699
2018-07-25,704,2018,July,Wednesday,272,99,23,24,11,68,54,1155832,4399560,5555392
2018-07-26,693,2018,July,Thursday,260,123,12,29,7,59,49,1136146,4357172,5493318
2018-07-27,708,2018,July,Friday,257,106,9,38,8,42,44,1178413,4478825,5657238
2018-07-28,564,2018,July,Saturday,187,111,25,28,3,45,47,775390,3704572,4479962
2018-07-29,582,2018,July,Sunday,172,97,33,44,12,79,49,494851,2461625,2956476
2018-07-30,695,2018,July,Monday,279,110,10,29,6,51,65,1142056,4312068,5454124
2018-07-31,647,2018,July,Tuesday,226,106,15,25,8,46,35,1187708,4476879,5664587
2018-08-01,829,2018,August,Wednesday,245,117,25,32,14,51,36,1235358,4351201,5586559
2018-08-02,720,2018,August,Thursday,222,125,16,35,16,45,42,1216626,4903947,6120573
2018-08-03,769,2018,August,Friday,256,151,22,36,13,48,52,1248153,4808998,6057151
2018-08-04,608,2018,August,Saturday,181,119,27,38,12,43,39,819591,2478443,3298034
2018-08-05,541,2018,August,Sunday,152,109,26,37,8,58,34,491040,4624503,5115543
2018-08-06,739,2018,August,Monday,230,147,33,18,12,55,53,1236616,4763291,5999907
2018-08-07,714,2018,August,Tuesday,259,126,20,16,18,38,58,1269381,2330112,3599493
2018-08-08,744,2018,August,Wednesday,255,145,21,25,14,44,35,1271034,4781820,6052854
2018-08-09,689,2018,August,Thursday,243,112,22,35,4,44,41,1250406,3958225,5208631
2018-08-10,778,2018,August,Friday,269,128,22,24,12,48,45,1303658,4628288,5931946
2018-08-11,593,2018,August,Saturday,221,107,27,26,12,47,38,807035,4988046,5795081
2018-08-12,529,2018,August,Sunday,165,101,25,33,14,56,37,485377,4169464,4654841
2018-08-13,756,2018,August,Monday,262,135,17,32,7,54,54,1261029,4589863,5850892
2018-08-14,721,2018,August,Tuesday,256,120,14,25,10,50,46,1292038,4788380,6080418
2018-08-15,788,2018,August,Wednesday,248,130,24,25,21,61,58,1324510,4900976,6225486
2018-08-16,765,2018,August,Thursday,268,132,27,34,16,43,53,1323031,4924739,6247770
2018-08-17,773,2018,August,Friday,254,146,24,42,17,50,50,1358999,5005020,6364019
2018-08-18,645,2018,August,Saturday,203,131,27,34,13,53,48,852191,3963576,4815767
2018-08-19,594,2018,August,Sunday,155,116,29,37,21,72,65,507604,2529714,3037318
2018-08-20,737,2018,August,Monday,249,115,20,33,11,47,53,1273961,4559244,5833205
2018-08-21,696,2018,August,Tuesday,227,141,22,31,22,47,56,1305202,4661297,5966499
2018-08-22,755,2018,August,Wednesday,265,120,19,23,12,60,49,1322384,4778729,6101113
2018-08-23,730,2018,August,Thursday,231,138,16,29,11,53,50,1320488,4778288,6098776
2018-08-24,739,2018,August,Friday,243,136,26,37,20,45,46,1376492,4917404,6293896
2018-08-25,646,2018,August,Saturday,232,108,21,40,16,59,55,827129,3911565,4738694
2018-08-26,586,2018,August,Sunday,154,101,21,51,15,68,59,444596,2548308,2992904
2018-08-27,718,2018,August,Monday,248,132,17,34,17,49,69,1262012,4541751,5803763
2018-08-28,727,2018,August,Tuesday,255,112,26,31,19,63,54,1302864,4627813,5930677
2018-08-29,728,2018,August,Wednesday,285,104,17,38,7,44,59,1296953,4686514,5983467
2018-08-30,699,2018,August,Thursday,235,123,22,30,17,40,49,1325966,4770405,6096371
2018-08-31,742,2018,August,Friday,254,113,25,33,11,49,50,1396692,4886347,6283039
2018-09-01,810,2018,September,Saturday,250,122,22,50,24,58,46,860424,4392875,5253299
2018-09-02,542,2018,September,Sunday,168,93,28,38,11,57,47,505209,4968684,5473893
2018-09-03,774,2018,September,Monday,254,109,14,44,22,61,66,1299852,4926668,6226520
2018-09-04,688,2018,September,Tuesday,235,114,18,31,15,62,59,1326442,4552194,5878636
2018-09-05,761,2018,September,Wednesday,263,119,19,35,16,61,64,1295091,4730505,6025596
2018-09-06,704,2018,September,Thursday,236,141,28,21,16,48,57,1287221,3853690,5140911
2018-09-07,743,2018,September,Friday,262,124,25,34,18,49,62,1368202,4181066,5549268
2018-09-08,631,2018,September,Saturday,193,115,21,31,14,78,59,858590,4788076,5646666
2018-09-09,557,2018,September,Sunday,141,111,18,46,13,68,55,521112,2497316,3018428
2018-09-10,697,2018,September,Monday,232,99,18,28,20,54,60,1287199,4786840,6074039
2018-09-11,659,2018,September,Tuesday,225,110,17,38,14,50,43,1309970,5035555,6345525
2018-09-12,694,2018,September,Wednesday,237,109,24,39,8,57,64,1326406,2784784,4111190
2018-09-13,712,2018,September,Thursday,261,122,19,36,11,37,47,1335893,4797443,6133336
2018-09-14,745,2018,September,Friday,254,103,11,34,16,61,44,1353361,4878133,6231494
2018-09-15,662,2018,September,Saturday,219,99,13,45,17,68,38,709511,3388873,4098384
2018-09-16,540,2018,September,Sunday,162,76,25,45,15,67,54,374591,1977524,2352115
2018-09-17,725,2018,September,Monday,277,103,19,34,10,51,52,1269876,4478678,5748554
2018-09-18,738,2018,September,Tuesday,259,119,23,29,12,69,72,1324140,4612766,5936906
2018-09-19,723,2018,September,Wednesday,240,114,20,36,22,52,56,1311777,4655792,5967569
2018-09-20,775,2018,September,Thursday,244,133,23,43,14,46,49,1352144,4765745,6117889
2018-09-21,812,2018,September,Friday,261,129,27,48,18,64,55,1403628,4959827,6363455
2018-09-22,627,2018,September,Saturday,206,117,21,28,11,57,49,851612,3931640,4783252
2018-09-23,534,2018,September,Sunday,151,89,23,30,11,65,47,498192,2497980,2996172
2018-09-24,759,2018,September,Monday,266,122,8,20,11,57,76,1305041,4628073,5933114
2018-09-25,774,2018,September,Tuesday,249,129,24,40,19,60,50,1326978,4679297,6006275
2018-09-26,791,2018,September,Wednesday,280,127,26,26,10,46,43,1320035,4747078,6067113
2018-09-27,752,2018,September,Thursday,270,119,24,37,17,38,48,1348112,4852603,6200715
2018-09-28,777,2018,September,Friday,251,118,12,36,11,56,40,1409223,4998578,6407801
2018-09-29,665,2018,September,Saturday,220,120,27,43,14,53,42,857006,4030417,4887423
2018-09-30,588,2018,September,Sunday,159,109,26,46,14,70,37,525059,2555929,3080988
2018-10-01,840,2018,October,Monday,267,112,16,26,30,62,64,1326171,4494563,5820734
2018-10-02,764,2018,October,Tuesday,265,134,22,31,21,56,57,1262244,4040051,5302295
2018-10-03,728,2018,October,Wednesday,252,117,18,27,7,38,60,1359953,3937999,5297952
2018-10-04,720,2018,October,Thursday,232,139,32,37,11,30,43,1351984,4755856,6107840
2018-10-05,858,2018,October,Friday,287,143,23,41,13,65,60,1429157,4079905,5509062
2018-10-06,677,2018,October,Saturday,236,97,14,36,15,59,51,856550,2415485,3272035
2018-10-07,582,2018,October,Sunday,161,88,18,42,19,66,37,517832,4279972,4797804
2018-10-08,782,2018,October,Monday,294,119,15,33,16,47,75,1295778,4881081,6176859
2018-10-09,763,2018,October,Tuesday,267,110,18,38,21,49,59,1371481,4643319,6014800
2018-10-10,808,2018,October,Wednesday,279,130,19,27,19,45,57,1327712,4806474,6134186
2018-10-11,732,2018,October,Thursday,265,119,25,25,15,54,65,1334877,4082958,5417835
2018-10-12,806,2018,October,Friday,278,148,25,28,18,50,56,1390876,4663087,6053963
2018-10-13,669,2018,October,Saturday,235,122,36,29,12,44,48,878914,3988725,4867639
2018-10-14,572,2018,October,Sunday,171,97,16,45,19,62,20,535611,2594938,3130549
2018-10-15,860,2018,October,Monday,267,107,16,31,18,73,52,1330874,4772740,6103614
2018-10-16,784,2018,October,Tuesday,250,124,17,29,15,59,45,1344532,4853789,6198321
2018-10-17,721,2018,October,Wednesday,257,120,20,26,14,48,52,1356594,4868770,6225364
2018-10-18,756,2018,October,Thursday,255,133,25,31,9,47,57,1334914,4953993,6288907
2018-10-19,784,2018,October,Friday,270,141,20,29,19,35,71,1405615,4968979,6374594
2018-10-20,689,2018,October,Saturday,246,125,22,29,21,60,41,867779,4161852,5029631
2018-10-21,551,2018,October,Sunday,179,97,26,28,17,51,36,544703,2671417,3216120
2018-10-22,760,2018,October,Monday,252,138,18,29,14,47,49,1315244,4695046,6010290
2018-10-23,794,2018,October,Tuesday,271,124,17,40,15,55,57,1336045,4827212,6163257
2018-10-24,736,2018,October,Wednesday,233,137,20,25,14,54,60,1324320,4871355,6195675
2018-10-25,825,2018,October,Thursday,268,148,23,29,9,63,52,1348281,4931101,6279382
2018-10-26,822,2018,October,Friday,291,123,28,39,19,58,48,1403665,5161931,6565596
2018-10-27,649,2018,October,Saturday,214,140,25,28,14,50,37,914860,4592957,5507817
2018-10-28,599,2018,October,Sunday,180,125,31,29,18,57,33,540230,2862037,3402267
2018-10-29,737,2018,October,Monday,275,132,16,28,14,45,51,1308349,4707121,6015470
2018-10-30,802,2018,October,Tuesday,274,124,15,34,28,46,51,1327865,4795666,6123531
2018-10-31,722,2018,October,Wednesday,254,128,18,33,9,51,39,1275705,4666638,5942343
2018-11-01,682,2018,November,Thursday,211,110,28,29,22,30,54,1033363,4563347,5596710
2018-11-02,573,2018,November,Friday,188,94,22,38,9,45,29,688831,2407807,3096638
2018-11-03,605,2018,November,Saturday,207,102,24,33,15,61,47,679750,2555156,3234906
2018-11-04,500,2018,November,Sunday,167,107,36,21,10,45,49,476442,4730320,5206762
2018-11-05,787,2018,November,Monday,310,131,21,34,14,42,38,1319102,4582744,5901846
2018-11-06,746,2018,November,Tuesday,257,135,27,32,22,55,49,1354605,4376993,5731598
2018-11-07,786,2018,November,Wednesday,279,135,28,36,19,50,59,1355376,4400773,5756149
2018-11-08,749,2018,November,Thursday,280,129,25,29,14,46,65,1369010,3912539,5281549
2018-11-09,805,2018,November,Friday,284,133,25,42,21,47,41,1370209,4697952,6068161
2018-11-10,700,2018,November,Saturday,230,116,21,44,10,58,46,890763,4899932,5790695
2018-11-11,611,2018,November,Sunday,179,97,20,43,18,72,54,544502,2696879,3241381
2018-11-12,818,2018,November,Monday,298,124,26,31,17,58,69,1263289,4846023,6109312
2018-11-13,732,2018,November,Tuesday,260,108,16,37,18,49,47,1337463,4724856,6062319
2018-11-14,596,2018,November,Wednesday,226,103,15,23,16,31,45,1254826,4437003,5691829
2018-11-15,852,2018,November,Thursday,292,139,23,32,18,43,34,1380438,4825830,6206268
2018-11-16,754,2018,November,Friday,271,147,28,23,20,53,40,1476531,5053445,6529976
2018-11-17,721,2018,November,Saturday,261,141,22,31,16,44,28,943070,4250021,5193091
2018-11-18,597,2018,November,Sunday,200,117,29,30,10,55,22,602181,2702827,3305008
2018-11-19,591,2018,November,Monday,190,117,19,33,7,53,45,670307,2829754,3500061
2018-11-20,802,2018,November,Tuesday,286,138,24,32,17,62,41,1311288,4634121,5945409
2018-11-21,770,2018,November,Wednesday,284,126,25,33,8,52,42,1347722,4893157,6240879
2018-11-22,773,2018,November,Thursday,258,154,25,41,12,47,35,1338695,4870430,6209125
2018-11-23,808,2018,November,Friday,291,148,23,32,9,50,39,1410358,5032763,6443121
2018-11-24,657,2018,November,Saturday,207,113,23,27,17,62,46,889730,4152975,5042705
2018-11-25,568,2018,November,Sunday,160,128,27,34,15,68,37,551231,2645170,3196401
2018-11-26,817,2018,November,Monday,279,141,21,33,17,65,39,1294492,4656212,5950704
2018-11-27,737,2018,November,Tuesday,244,154,20,17,15,70,51,1338335,4798364,6136699
2018-11-28,709,2018,November,Wednesday,238,143,20,33,11,50,51,1315752,4966662,6282414
2018-11-29,730,2018,November,Thursday,301,132,24,30,16,38,39,1333636,4905525,6239161
2018-11-30,790,2018,November,Friday,275,130,20,43,14,46,39,1398734,5173374,6572108
2018-12-01,699,2018,December,Saturday,210,135,24,30,21,52,31,713273,4667087,5380360
2018-12-02,593,2018,December,Sunday,174,107,22,32,19,72,49,564133,4715988,5280121
2018-12-03,806,2018,December,Monday,268,138,16,37,19,74,52,1315848,4604230,5920078
2018-12-04,659,2018,December,Tuesday,226,116,19,29,12,45,54,1342764,4839879,6182643
2018-12-05,739,2018,December,Wednesday,236,135,20,40,20,39,52,1331587,3774903,5106490
2018-12-06,733,2018,December,Thursday,237,148,19,33,9,38,55,1351759,4463263,5815022
2018-12-07,784,2018,December,Friday,283,144,23,34,20,50,69,1403732,4489466,5893198
2018-12-08,656,2018,December,Saturday,214,130,14,41,15,58,33,888943,2380376,3269319
2018-12-09,563,2018,December,Sunday,173,124,28,41,15,45,33,558376,4740700,5299076
2018-12-10,794,2018,December,Monday,278,146,23,47,20,48,44,1299506,5060182,6359688
2018-12-11,719,2018,December,Tuesday,263,137,24,27,16,48,53,1234840,4699899,5934739
2018-12-12,627,2018,December,Wednesday,186,111,31,33,19,57,41,1052100,4496634,5548734
2018-12-13,710,2018,December,Thursday,229,133,26,47,15,47,56,1323880,4779102,6102982
2018-12-14,754,2018,December,Friday,242,146,24,32,20,59,50,1340166,4891290,6231456
2018-12-15,778,2018,December,Saturday,245,142,28,41,24,51,36,908018,4098676,5006694
2018-12-16,520,2018,December,Sunday,136,114,24,28,14,46,40,594039,2867403,3461442
2018-12-17,723,2018,December,Monday,273,101,14,27,8,60,55,1212363,4501816,5714179
2018-12-18,758,2018,December,Tuesday,262,137,17,38,13,59,58,1222288,4574792,5797080
2018-12-19,770,2018,December,Wednesday,275,134,23,37,17,51,47,1209842,4664503,5874345
2018-12-20,679,2018,December,Thursday,246,128,18,29,6,39,44,1182425,4646669,5829094
2018-12-21,705,2018,December,Friday,268,141,20,33,18,42,42,1167504,4674664,5842168
2018-12-22,583,2018,December,Saturday,192,123,14,38,10,34,28,795740,3957600,4753340
2018-12-23,566,2018,December,Sunday,166,150,27,41,8,46,30,578596,2786368,3364964
2018-12-24,498,2018,December,Monday,168,79,11,22,12,51,24,633646,2889744,3523390
2018-12-25,402,2018,December,Tuesday,133,72,24,24,11,49,23,300800,1594973,1895773
2018-12-26,629,2018,December,Wednesday,241,112,15,27,4,49,31,884478,3521370,4405848
2018-12-27,612,2018,December,Thursday,210,136,18,18,8,47,41,945884,3834958,4780842
2018-12-28,637,2018,December,Friday,204,123,19,30,8,47,34,996851,3945114,4941965
2018-12-29,570,2018,December,Saturday,186,120,25,22,5,47,25,708064,3401301,4109365
2018-12-30,509,2018,December,Sunday,173,116,27,25,10,39,26,533426,2388070,2921496
2018-12-31,508,2018,December,Monday,169,97,17,23,12,48,33,596884,2589698,3186582
2019-01-01,534,2019,January,Tuesday,103,84,23,39,24,59,21,313025,1503007,1816032
2019-01-02,609,2019,January,Wednesday,214,122,24,21,12,46,46,936481,4667482,5603963
2019-01-03,649,2019,January,Thursday,238,155,16,19,11,43,58,1018528,4844017,5862545
2019-01-04,718,2019,January,Friday,247,131,12,31,13,60,49,1105090,4365409,5470499
2019-01-05,648,2019,January,Saturday,243,137,18,26,12,46,35,802933,2761651,3564584
2019-01-06,476,2019,January,Sunday,123,92,26,36,13,48,30,469655,3686376,4156031
2019-01-07,704,2019,January,Monday,241,109,17,39,15,57,72,1176772,4190314,5367086
2019-01-08,699,2019,January,Tuesday,250,109,13,34,22,50,59,1213250,4416601,5629851
2019-01-09,617,2019,January,Wednesday,194,127,23,34,11,45,51,1267261,2400644,3667905
2019-01-10,717,2019,January,Thursday,231,133,19,31,14,42,44,1294337,4695697,5990034
2019-01-11,745,2019,January,Friday,257,146,16,32,23,50,50,1377733,4430228,5807961
2019-01-12,569,2019,January,Saturday,192,96,19,40,16,48,16,873354,2734471,3607825
2019-01-13,438,2019,January,Sunday,153,99,22,21,2,45,29,548597,2361225,2909822
2019-01-14,718,2019,January,Monday,261,114,19,25,14,58,47,1300025,4376952,5676977
2019-01-15,785,2019,January,Tuesday,259,105,23,30,16,63,54,1321084,4482115,5803199
2019-01-16,684,2019,January,Wednesday,244,136,22,21,16,59,39,1316707,4602697,5919404
2019-01-17,720,2019,January,Thursday,243,130,22,32,14,59,48,1299139,4515785,5814924
2019-01-18,720,2019,January,Friday,239,136,21,38,9,57,55,1343256,4540234,5883490
2019-01-19,626,2019,January,Saturday,198,115,16,39,9,64,36,854956,3700252,4555208
2019-01-20,557,2019,January,Sunday,131,105,28,43,21,79,33,512566,2308498,2821064
2019-01-21,681,2019,January,Monday,214,115,18,21,17,48,51,1289214,4342260,5631474
2019-01-22,696,2019,January,Tuesday,227,127,18,35,19,44,62,1305632,4464402,5770034
2019-01-23,697,2019,January,Wednesday,226,109,21,33,13,67,58,1305674,4439792,5745466
2019-01-24,696,2019,January,Thursday,222,113,18,33,8,50,48,1304385,4505802,5810187
2019-01-25,703,2019,January,Friday,231,126,18,30,17,52,41,1351440,4628084,5979524
2019-01-26,568,2019,January,Saturday,201,111,16,29,11,54,41,836859,3659123,4495982
2019-01-27,554,2019,January,Sunday,145,107,18,38,8,77,35,503524,2368208,2871732
2019-01-28,750,2019,January,Monday,243,120,17,37,17,59,63,1290904,4373334,5664238
2019-01-29,733,2019,January,Tuesday,211,132,23,22,20,71,41,1321411,4458822,5780233
2019-01-30,744,2019,January,Wednesday,244,130,22,39,24,50,42,1321159,4510975,5832134
2019-01-31,704,2019,January,Thursday,224,129,22,24,18,43,43,1329226,4604266,5933492
2019-02-01,848,2019,February,Friday,242,134,27,35,30,63,51,1380963,3469889,4850852
2019-02-02,664,2019,February,Saturday,215,130,19,46,18,63,39,825276,3549047,4374323
2019-02-03,546,2019,February,Sunday,173,90,19,33,14,84,43,508462,3714869,4223331
2019-02-04,612,2019,February,Monday,209,98,16,30,15,71,48,573768,4488972,5062740
2019-02-05,798,2019,February,Tuesday,254,123,21,42,18,62,55,1330049,4378185,5708234
2019-02-06,706,2019,February,Wednesday,228,102,9,39,19,55,55,1331325,2337689,3669014
2019-02-07,757,2019,February,Thursday,237,145,23,45,18,58,44,1328241,4236856,5565097
2019-02-08,781,2019,February,Friday,241,160,25,45,16,53,NA,1375168,4491266,5866434
2019-02-09,648,2019,February,Saturday,201,126,26,41,25,66,NA,864217,4476861,5341078
2019-02-10,552,2019,February,Sunday,158,112,23,35,16,65,NA,527656,4478165,5005821
2019-02-11,773,2019,February,Monday,262,119,18,32,28,78,NA,1301444,3185176,4486620
2019-02-12,726,2019,February,Tuesday,221,119,21,34,27,58,NA,1318917,4539080,5857997
2019-02-13,751,2019,February,Wednesday,254,141,24,36,18,39,NA,1334302,4585636,5919938
2019-02-14,727,2019,February,Thursday,210,132,25,41,21,66,24,1362877,4701864,6064741
2019-02-15,872,2019,February,Friday,243,116,21,44,27,69,75,1390930,4667262,6058192
2019-02-16,686,2019,February,Saturday,218,114,25,46,25,68,38,879978,3692838,4572816
2019-02-17,580,2019,February,Sunday,148,102,24,34,17,95,35,526542,2266505,2793047
2019-02-18,717,2019,February,Monday,222,134,24,32,21,58,69,1284699,4373853,5658552
2019-02-19,743,2019,February,Tuesday,239,112,19,34,24,63,63,1324632,4494424,5819056
